hour_number,session_length_hours,total_number_of_orders,DA_price,Ask_mean_price,Ask_price_std,Bid_mean_price,Bid_price_std,Anomaly,Anomaly_score
3,12.841256111111113,1616,53.28,89.10423886138615,81.04492229321457,64.29220297029703,7.414598083607776,1,0.12676536906879937
4,13.878763055555556,6373,69.15,143.23683351639733,81.62328799132133,93.9171034049898,11.450183812596904,1,0.10599112225803897
5,14.81245722222222,11324,79.3,117.4723966796185,38.49229148363415,94.99911162133522,7.275780289936125,1,0.0499849697983647
6,15.782214444444444,719,88.66,191.0310431154381,133.46604084119693,91.1970514603616,9.851593125770702,1,0.12228286849822145
7,16.868110277777777,769,97.03,164.94466840052013,127.61519114761064,90.39141742522756,12.059317593745982,1,0.12579311029319712
8,17.87368111111111,879,101.2,115.56883959044366,103.41699348610123,84.7871103526735,13.935912885427456,1,0.14410106492160424
9,18.867095,723,102.04,108.88443983402492,107.18463993768331,81.3208437067773,11.109516258741396,1,0.14189479968037583
10,19.8810275,667,101.91,100.12464767616194,97.69624963518858,80.76629685157421,8.140338582766516,1,0.1467831144257707
11,20.88043,876,101.53,104.04366438356166,86.17671020964391,89.2680593607306,10.398747303726443,1,0.14989974858656208
12,21.865198888888887,1909,102.39,106.49118386589838,57.22144355097,95.7472760607648,9.413468116972837,1,0.15909879916951453
13,22.874719444444445,964,103.53,106.11505186721992,79.09456307939283,92.675632780083,8.286473728152183,1,0.1504674033324354
14,23.878125,1502,108.23,144.90160452729694,85.2456917029796,116.0782223701731,14.781925567625745,1,0.14406496202271807
15,24.85226583333333,1661,130.54,214.72042143287177,110.86786205845516,140.4330222757375,14.754308850485936,1,0.1072282540809315
16,25.876806388888888,3209,148.99,218.42810532876285,99.35914523482796,159.83626674976628,11.479525361152833,1,0.09513686787127418
17,26.874444722222226,3457,164.85,215.379271044258,88.546951269685,173.05997685854786,12.32728190972656,1,0.08119616862507179
18,27.882098888888887,2093,178.13,240.84322025800287,100.3008072911573,179.96732919254657,15.539545731278825,1,0.05791639975599555
19,28.801419722222224,1848,177.1,223.75777056277056,99.04200877957824,169.68796536796535,12.495540037046208,1,0.06615063422237583
20,29.876398611111117,1829,170.0,226.532996172772,107.9826930070216,147.15394204483323,31.733317420441345,1,0.059764724483021336
21,30.78225,2087,158.8,270.05262577862953,110.40678328832054,146.58885481552468,11.102650076296516,1,0.0513064915702412
22,31.782811388888888,975,153.2,208.08116923076923,118.6846195586496,133.3153846153846,17.107810818356715,1,0.05214502317805725
23,8.901405,608,142.58,168.4234868421053,104.23071299199796,135.04498355263158,25.90647464757213,1,0.04633922453404005
0,9.896625277777778,1008,139.9,161.59381944444445,85.0658454502159,123.64450396825394,30.4647643106012,1,0.0631665601345634
1,10.959601944444444,1429,128.53,159.03728481455562,76.61513730361108,120.65772568229532,27.53611267402147,1,0.08624462236863034
2,11.96489361111111,3456,125.3,148.20770833333333,50.56725662826516,121.20938657407405,16.019949667571687,1,0.11444559569482005
3,12.96613722222222,1542,128.53,168.42907911802854,76.61444429790083,119.98867055771724,30.371443371511734,1,0.10932699986738148
4,13.966191944444445,1518,129.53,170.5637417654809,75.99870001467187,126.27527667984192,28.594930487654626,1,0.11259194296728042
5,14.940519444444446,2258,139.19,186.0796899911426,108.11726405113556,142.07441098317096,31.903903862102396,1,0.10210413227925891
6,15.86664638888889,6198,157.49,193.21251532752495,65.9163661515373,147.46423039690222,37.75098527307739,1,0.07230268690685238
7,16.965006666666667,3043,173.13,199.3015280972724,92.75601868681078,159.84848833388102,25.84472255809001,1,0.07420768382754755
8,17.961853611111113,2425,176.34,188.7666639175258,103.92347590386022,159.61444536082473,19.86414608956495,1,0.0750629228065241
9,18.965353333333333,2602,164.55,175.77877017678708,94.3758000492418,145.41097617217525,13.008292456498792,1,0.09968262480879725
10,19.958495555555555,3774,152.53,147.90878113407524,83.98500173485887,128.11143879173292,16.52504862444032,1,0.12018173421541667
11,20.91508138888889,2484,136.99,154.9523268921095,106.50712502273436,117.3151851851852,18.636591098016225,1,0.13037000647744135
12,21.935737222222222,2331,126.45,158.44944658944658,107.12647500436567,118.76776490776491,19.745721379918677,1,0.13252840623723539
13,22.900151666666662,2461,126.08,165.2740999593661,109.11108912578968,117.95744006501424,19.423886148731043,1,0.12912418251157798
14,23.966319722222224,4479,135.92,193.8805849519982,82.20596382150211,122.69848403661533,17.431130743103388,1,0.119502570808591
15,24.965393055555555,4589,150.9,217.8835650468512,79.56780666056646,124.87930268032252,20.92316319123118,1,0.11095731510900375
16,25.966079444444443,4413,156.95,222.33095853161112,89.47640812617423,138.24522547020166,22.05272812481945,1,0.10225266568914487
17,26.95437361111111,6150,165.01,230.78697235772364,75.93162842360371,138.91234471544715,22.404097101919117,1,0.08110786481967436
18,27.888285555555555,1451,175.0,206.43433494141968,118.80085424002992,154.6095589248794,18.763643159922456,1,0.07465197389532885
19,28.96618972222222,2794,172.73,181.1629992841804,91.54758937942428,144.33934144595565,15.218768031271075,1,0.09668508907527174
20,29.956803611111116,3431,162.06,160.36198775867095,80.29805318837799,132.32118332847566,13.763584132122263,1,0.10045834588367336
21,30.95672722222222,2107,154.02,162.91529188419554,98.39548749269316,133.79721879449454,16.226434585137408,1,0.09029320234991234
22,31.95728138888889,4783,144.84,224.7296487560109,66.17234478817997,92.30445536274306,26.12433613930525,1,0.05228616881691417
23,8.8731925,7715,134.45,170.89079325988334,38.14918950562206,111.41030978613094,26.63852331088473,1,0.020202531695171944
0,9.921414166666668,8204,134.67,159.1134982935153,40.14446943429488,111.15841175036566,28.14314736713943,1,0.00651460068054921
1,10.877409444444444,6138,131.39,163.56094167481265,44.03458043590359,108.48480775496904,32.9060492880804,1,0.061393334015145906
2,11.925548888888889,2777,128.99,167.31538710839035,63.89144446759619,90.54381346777096,46.824142100747096,1,0.08703418340126873
3,12.915878888888887,3398,124.78,163.26628016480285,60.80530686643047,84.6978222483814,39.563000636150846,1,0.1121416401820513
4,13.930893888888887,1676,125.17,174.51918854415274,70.95084789242887,98.18106205250596,44.76377752396076,1,0.10569029033549315
5,14.927893055555556,4352,129.93,235.8635041360294,50.26926125373771,94.85108915441178,36.19656895670514,1,0.097524346464054
6,15.910168055555555,6574,153.98,238.1795832065713,50.576110294491926,113.00071797992088,31.707299939725097,1,0.07367064602309054
7,16.91635611111111,1497,170.0,211.1959051436206,66.86051462391251,156.45366733466935,24.806433683956524,1,0.07649785196923226
8,17.919788333333333,3142,178.06,201.88901654996815,46.60658994789812,142.51375875238702,27.64443027939813,1,0.08163188407319633
9,18.930811944444443,2649,163.96,165.36095130237828,47.65306277506123,133.75691959229897,32.26099443769075,1,0.10554968078458749
10,19.85290638888889,2314,139.9,152.92834917891096,50.27610978730733,138.68687121866898,20.79185178859256,1,0.13263604651959776
11,20.92276083333333,4900,119.74,141.4136755102041,35.688198962594434,129.13347959183673,13.554122421381267,1,0.14616242141570557
12,21.89472444444445,4195,113.94,136.56836233611443,37.92332197671326,124.50644815256256,13.164777659874208,1,0.15006487545822328
13,22.92313777777778,4553,108.31,132.80179881396884,37.32526837438173,119.87952558752472,13.946306047378656,1,0.1518533690867866
14,23.930888888888887,8908,110.02,131.9021183206107,26.82521742123564,122.73497530309837,11.095488334367303,1,0.09706548322172298
15,24.926879166666662,7989,110.3,136.53038052321943,29.268637338931896,124.37920640881212,11.014016546510597,1,0.10858433860768052
16,25.93073111111111,5384,109.99,145.46509472511144,35.129894428352905,129.71285846953938,14.166717054379898,1,0.1411709636566733
17,26.930596388888887,4672,120.61,148.03938356164383,36.64376496859422,134.44677226027397,12.986799458062142,1,0.13756175603931659
18,27.923428055555554,4996,123.34,137.17481585268212,35.12108827453535,124.35485588470776,11.778332246534616,1,0.13913054126149316
19,28.88623555555556,8051,111.79,126.68239100732828,31.01385903924206,111.43588746739536,9.57891589020169,1,0.10252944678329384
20,29.930656666666668,4320,104.2,130.11310416666666,41.73728626928918,108.4848611111111,11.09051451805632,1,0.13251868933264027
21,30.92148611111111,1615,106.71,129.09544272445822,62.91559715475811,100.6936718266254,16.818780644213145,1,0.11787704811420102
22,31.916179444444445,1252,100.49,127.1907108626198,70.5056884092016,82.64296325878594,25.201561180535997,1,0.0889972396396348
23,8.963706111111112,1433,97.35,113.82406140963016,21.662589076023973,90.70209351011864,2.943185638647392,1,0.0942487534247562
0,9.96813611111111,10495,96.77,117.78887565507382,21.923663581318426,88.35547498808957,1.813406740580651,1,0.010783181381762819
1,10.978848611111111,7461,94.99,87.23180270741187,3.1436781204737687,79.2353411070902,4.8058323125906375,1,0.06991881369327291
2,11.938916666666666,695,89.6,88.9409784172662,6.820320622441827,78.88384172661871,4.480494588955215,1,0.13147825630227383
3,12.982444722222224,856,89.12,84.77546728971961,7.188011365024688,73.20320093457944,5.883643581048893,1,0.13922863388795848
4,13.979166666666666,2494,88.26,78.16968323977547,5.603787951935056,74.41334001603849,3.0985212159186446,1,0.14140943556567087
5,14.978877222222222,526,91.35,99.2531939163498,27.455989546362083,82.97891634980988,8.652519730148459,1,0.1452918712005269
6,15.953477777777778,682,95.05,97.19456011730206,7.926370170471906,90.60571847507332,8.042444790329776,1,0.15162068129091927
7,16.975074444444445,1185,100.94,109.92453164556962,20.77495289301468,95.88504641350212,5.58084718080018,1,0.15607829740221207
8,17.982869444444447,350,102.99,95.3974285714286,9.766855342578232,90.3825142857143,6.679690508810389,1,0.14464657419835458
9,18.98364361111111,327,100.36,95.71360856269112,12.300659409464863,88.7299388379205,3.627960351942413,1,0.14132275137317635
10,19.977702222222224,410,98.71,97.3180731707317,13.913714696997692,89.73285365853658,3.171990328416607,1,0.14368402879646686
11,20.97758027777778,1039,97.07,96.27307025986524,11.608846018547323,90.11159769008664,2.1178292017485405,1,0.15026827226178563
12,21.98205833333333,435,95.87,92.6855172413793,6.754179037223396,88.61999999999999,2.801168699480506,1,0.14149821320948702
13,22.97345444444445,452,92.32,93.6987610619469,10.86375100152098,87.97603982300885,3.371730595562704,1,0.14338765133687226
14,23.94577027777778,567,91.54,92.41530864197532,5.399457884217738,86.81828924162258,2.93432772941469,1,0.13942637634001548
15,24.982575277777777,533,91.25,94.18285178236398,7.220536119433956,88.98378986866791,2.927116914208592,1,0.13837119045092366
16,25.96993,476,95.83,91.41292016806725,8.769866138445046,86.37552521008404,6.002123688845908,1,0.1438537763875083
17,26.904643055555557,430,97.43,99.13197674418603,16.976078083164705,89.68527906976746,3.5359401200615848,1,0.13997959200190135
18,27.927074166666667,870,96.54,94.84163218390805,12.989571619792027,84.1981724137931,2.7650708895658407,1,0.13853838014121644
19,28.982254444444443,578,89.01,86.92060553633218,7.07198518824153,78.89498269896194,4.056016360569134,1,0.13593657441530266
20,29.983095555555558,1170,87.32,92.74275213675212,15.87691691714557,81.05730769230769,4.281441941416075,1,0.13133294907233556
21,30.980473611111112,1541,89.49,94.49186242699544,10.44857942729986,86.96345230369889,4.553900556847081,1,0.1174787249222235
22,31.972014166666668,1135,87.47,86.78350660792951,17.39657762070793,69.68962995594713,8.09026818894896,1,0.09100538099085137
23,8.975949722222223,936,78.58,97.2316346153846,21.044703963675936,77.42032051282051,6.94347564371106,1,0.09637335751985504
0,9.974853055555554,964,90.52,77.7768153526971,7.483614924600392,52.94008298755186,20.52572547374722,1,0.09768672414707236
1,10.961801944444444,1198,83.14,74.56841402337228,6.443271972101583,59.50031719532554,8.00797101219895,1,0.11940950604506484
2,11.975185,742,78.93,79.03334231805931,12.458933508589697,58.559407008086254,12.369273919665128,1,0.12729658977468233
3,12.878010833333333,226,75.23,78.30146017699116,13.073628386631633,55.82517699115044,8.185070757291488,1,0.12434844650443455
4,13.975886111111112,1152,82.03,87.62395833333333,19.665329830697736,62.09692708333333,14.66322852080115,1,0.13812986399242738
5,14.922347777777777,505,77.97,98.85259405940592,14.58830607066744,71.12881188118811,21.564758006323352,1,0.13944464004514023
6,15.8771775,822,76.77,104.29126520681264,19.36338747543871,86.6287104622871,10.312722133323248,1,0.15210884957244813
7,16.962130833333333,1992,84.47,109.57894578313254,21.37433636727016,91.31997991967872,6.641721356788002,1,0.15937440900614303
8,17.96684888888889,776,89.89,95.35904639175256,6.068467893408426,88.8022293814433,7.4272152592554015,1,0.15063567935948385
9,18.97373888888889,409,87.02,84.02650366748168,8.57702387084188,76.0163325183374,6.847166491884941,1,0.14511900690786705
10,19.976418055555555,450,74.4,79.8555111111111,13.005316690121155,62.27473333333333,9.28833022865389,1,0.14952609231458047
11,20.91977888888889,1402,54.9,63.050071326676175,12.846371464710458,48.80472182596291,5.8085882378838,1,0.1537179452959832
12,21.97473638888889,1500,47.35,56.09913333333334,12.401727764707712,43.74839333333333,11.621340949402686,1,0.15180097648265695
13,22.970526666666665,2484,35.05,58.35135265700483,13.144839782584484,49.13657407407408,9.08696104055839,1,0.1483274526843691
14,23.97180388888889,583,52.35,70.32744425385935,7.228838258217414,60.341337907375646,5.227088930564308,1,0.14063860933765726
15,24.969636666666663,1192,67.02,83.76037751677852,5.281892068228739,76.5504865771812,5.309769232391088,1,0.1525712420464343
16,25.960455000000003,676,81.75,115.13593195266272,7.644070208494932,100.01630177514794,8.05475888361913,1,0.14775206580544792
17,26.975595277777774,942,95.45,120.73945859872612,9.094709245678368,105.02307855626326,6.696987480161809,1,0.1471364351816613
18,27.86045111111111,582,99.01,112.55687285223368,13.739161405447629,101.43178694158075,3.4406345083831105,1,0.13946923673952438
19,28.96431027777778,620,99.0,105.68477419354838,5.689911496736129,99.71582258064517,5.166594307418935,1,0.13837696234287655
20,29.97609027777778,390,96.38,102.68415384615383,9.36511731319449,93.47617948717952,5.353575219268888,1,0.12590247328269105
21,30.968304166666663,283,95.99,106.32328621908128,9.220348073423969,98.18855123674912,5.548788413535075,1,0.11108961520535104
22,31.831359166666665,350,96.21,106.89417142857144,7.707959847683949,95.09637142857142,8.478527047380584,1,0.08611897468936858
23,8.86957861111111,454,96.14,119.7816079295154,195.19371309791129,85.18189427312775,29.81253598610109,1,0.05723852314256456
0,9.833039166666666,1489,100.95,124.09061786433848,113.19093099521808,91.8042175957018,20.506685939503665,1,0.10450885389081088
1,10.811305277777778,665,102.73,111.41768421052632,161.958423654099,84.73756390977444,26.035338167850984,1,0.09902737581163062
2,11.86437027777778,582,102.56,114.43515463917528,174.40297226390814,82.83615120274914,26.05030925643217,1,0.10663046725241582
3,12.854193888888888,891,104.02,109.35768799102132,140.85916580818125,86.97624017957351,19.31569814229533,1,0.12573527529126421
4,13.7807,1267,103.88,122.16780584056826,123.0667760007284,90.47112865035518,20.61417301605584,1,0.13236193554414727
5,14.874576666666668,871,105.33,161.5561997703789,149.21386058973673,95.27909299655568,19.30397725630735,1,0.12195052450039973
6,15.845263055555556,1143,106.82,149.17736657917757,133.262144729252,85.08883639545057,29.97444428368843,1,0.13227217377203876
7,16.876170277777778,1560,109.55,125.11241666666666,114.20295410239906,87.6545641025641,23.77486990639076,1,0.14112212801825286
8,17.876586666666668,1453,109.02,116.5203854094976,116.7383662751675,87.38570543702684,17.26651991336652,1,0.14338319505091363
9,18.86605944444445,1605,105.54,108.4505109034268,112.09640628876568,72.3636199376947,17.67999030753171,1,0.14411186265424963
10,19.871518055555555,1719,97.34,107.43453752181505,110.6323781173358,73.87817335660269,13.266949158250426,1,0.1492502990701589
11,20.842496666666666,2020,92.94,74.26264356435644,94.79423405119547,60.250212871287125,13.146539583688574,1,0.1519712348392327
12,21.805920277777776,2130,85.0,49.26935211267606,92.21042951159068,28.748394366197186,20.6026742315226,1,0.14149871137557185
13,22.877416666666665,1804,55.0,48.19811529933481,99.59887058687372,23.09700110864745,24.4268573136816,1,0.13245375406068272
14,23.786660833333336,3642,55.28,83.61085667215815,84.03588985009192,55.07218286655683,11.395796393036022,1,0.14479356262482795
15,24.864418333333333,2093,85.04,127.5797611084568,104.1312135854218,80.2370138557095,15.83365582263474,1,0.15154368077137792
16,25.83402388888889,2260,98.92,128.92053539823007,91.23482812194086,107.06317699115046,18.95887397345611,1,0.1500922382170538
17,26.880265833333333,643,129.9,151.81629860031106,164.84307827578678,126.3103732503888,18.85370567335442,1,0.10939882032075582
18,27.839336666666664,944,153.7,170.45974576271186,139.4494200626907,133.17867584745764,17.61712318500982,1,0.09825244089583662
19,28.841215,637,156.91,164.02339089481947,164.7151239322175,127.735557299843,31.277128072307203,1,0.08246893381362858
20,29.780319444444444,1064,153.64,186.967265037594,130.83139680437878,135.3907236842105,17.950967940286457,1,0.08800012961248238
21,30.780613055555555,1049,141.64,173.594385128694,131.75281412912264,121.6529551954242,24.48574054655992,1,0.07807449724897286
22,31.875599166666667,1273,138.29,176.65612725844463,121.27250592400394,106.91130400628438,31.284188546535965,1,0.051573210416570314
23,8.9480625,1114,132.98,147.38305206463193,143.348355465195,111.14483842010772,31.33935128719722,1,0.04866702681752916
0,9.960080555555557,882,122.83,148.78514739229024,161.77955727301844,98.1367120181406,43.81220715333599,1,0.05184860668846464
1,10.56307111111111,731,132.91,172.59045143638852,199.8924844515344,104.506853625171,41.17543381117944,1,0.05129230903866888
2,11.814782222222222,685,132.9,154.20706569343065,223.56699463027783,115.44716788321168,19.024566270797067,1,0.07681715810280759
3,12.96779972222222,754,125.03,148.78519893899204,194.28328024638077,95.66242705570292,43.72937125134356,1,0.07672240524604745
4,13.965005,984,120.07,158.4748983739837,187.5492296443064,125.48225609756098,27.75000780642826,1,0.09510793973131226
5,14.968075,1753,139.83,163.81961209355393,115.00977977061764,146.64880205362238,21.809886015661803,1,0.10897054885548962
6,15.845816388888888,1262,164.23,184.43848652931857,118.10080347302824,156.56759904912838,40.89337166939129,1,0.06668767750971566
7,16.967038333333335,1639,186.66,182.8202867602197,84.57821105103936,167.77129957291032,21.47914148955097,1,0.06512385102572266
8,17.745914166666665,1566,186.95,128.78192848020433,105.26959301858138,110.84354406130268,20.270812035893947,1,0.09057247877484809
9,18.95926611111111,2392,121.8,119.84814799331104,69.72916885528984,106.11829013377928,15.793228513466278,1,0.15051045906284222
10,19.96109722222222,1256,118.64,118.91085191082804,117.431856416159,103.76834394904458,18.6078607035971,1,0.13946849374227477
11,20.94869611111111,336,115.34,125.6733630952381,185.2100049624968,100.80196428571428,25.22613893726709,1,0.11646650393024505
12,12.219320555555557,302,112.02,134.91476821192057,237.79179747828297,95.61764900662251,36.42642867136647,1,0.0790757510298824
13,22.965096944444443,349,104.35,164.8947277936963,222.1831476488157,118.44707736389684,33.90741466987084,1,0.09705731482816748
14,23.87384583333333,231,131.51,173.6652813852814,272.16102699909675,120.43640692640692,42.50894265597938,1,0.0649323149646277
15,24.800828611111108,527,132.2,168.07077798861476,180.9598799787984,147.40182163187856,28.305866844455284,1,0.08523995520572974
16,25.923535277777777,1402,153.45,177.51127674750356,111.06724557085718,162.76365192582026,21.92276666266624,1,0.09295939569881961
17,26.688315555555555,1494,170.69,195.65463186077645,108.46608654586169,179.7965595716198,19.051860877377734,1,0.07012924736659548
18,27.782040833333333,1305,190.01,192.0870957854406,115.7160881158897,180.2893946360153,18.62963151994253,1,0.053023238611030366
19,28.951509444444444,1978,197.49,171.18602123356925,93.82723212375828,157.8770778564206,16.2619522319598,1,0.06815852307994202
20,29.93571333333333,3010,174.49,155.35368438538205,76.10286263893887,145.88881395348835,12.793720754717484,1,0.09036817771452932
21,30.768350277777778,1362,160.3,153.80129221732744,92.31516177902633,135.34240088105724,22.25212675731137,1,0.08279192283202919
22,31.73169222222222,919,153.46,152.3302829162133,113.0661941665968,135.78413492927095,17.465816520224806,1,0.060205542895721
23,8.879065277777777,878,149.46,152.32953302961278,114.69884586403256,135.7251138952164,17.467338419076164,1,0.04731689203046219
0,9.884476388888888,1594,134.0,168.12627352572147,252.36937664530427,121.90574654956086,19.067433731452457,1,0.04909442604625419
1,10.883976666666666,1649,124.82,147.8766767738023,89.89143639754855,128.89815645845968,12.758949524099371,1,0.08945384906728171
2,11.868888055555557,1420,123.83,146.86495070422535,90.5901686227037,126.82976056338028,49.556391680497,1,0.07879859799753758
3,12.877431944444444,1121,124.59,152.89832292595895,101.68582597641787,133.10876895628903,14.735291277029193,1,0.11217618203163815
4,13.875500555555556,1085,126.25,154.89801843317971,103.65235028850898,130.51624884792628,67.87759130873226,1,0.07037867641741996
5,14.880261388888888,1281,141.41,174.32701014832165,95.82383763745553,160.26562841530054,13.565279154170286,1,0.0943619975913671
6,15.750433888888889,2278,162.47,181.0450131694469,72.35028684265284,169.17474100087796,12.995710859562957,1,0.08573721198815948
7,16.781934444444445,3711,177.99,189.38881433575847,56.93235149864486,170.22818647264887,14.90259677705367,1,0.06981896298458234
8,17.784643333333335,2992,186.04,159.02039104278074,63.2983707053297,148.12431818181818,14.529792856209736,1,0.08894513284509464
9,18.784651944444445,2998,160.31,126.68456971314208,62.56200452144564,119.71205470313542,10.263828497354158,1,0.11717830155469505
10,19.84350166666667,698,130.38,117.6640401146132,129.4557904285326,102.07726361031516,18.25736182852231,1,0.12872094152516078
11,15.648148333333332,397,121.21,114.49667506297229,171.68042821136044,90.09539042821156,33.58408103026918,1,0.10488787663266358
12,21.88160722222222,121,116.71,158.2576033057851,308.02378100027937,98.70057851239672,41.322870126551805,1,0.06698428243896565
13,22.86798472222222,41,116.33,246.1573170731707,521.6965831737083,88.09292682926831,69.78332369713779,1,0.00539878081636147
14,23.88387611111111,135,116.75,170.9739259259259,291.65749843895,115.1251851851852,39.449196894230674,1,0.0645568112046146
15,24.78625111111111,198,130.0,169.66717171717175,242.54355267507003,124.69378787878787,33.27590424534905,1,0.08053301472425534
16,25.86735277777778,2165,150.71,170.69072055427253,73.70132204638152,160.48358891454964,22.50750840640901,1,0.10740188325790817
17,26.839596666666665,1593,173.13,192.7306528562461,85.94375034838407,181.0548148148148,21.738332979095517,1,0.07337573096215233
18,27.88205361111111,826,193.87,195.35164648910416,119.0724921593706,175.78561743341405,23.10127716619198,1,0.04414179118318884
19,28.864664444444443,2143,193.78,183.20469902006536,75.13431487538249,153.43780214652355,48.60155412797599,1,0.053397692294322785
20,29.87327722222222,2619,174.89,168.9644788087056,66.96044686793154,154.17335624284078,19.04413637252111,1,0.08214731566110056
21,30.77566583333333,1969,158.27,160.87321990858302,76.66998578993844,143.48189944134077,38.350634056937714,1,0.07642011234078622
22,31.830618333333334,1488,153.78,150.10100806451612,88.05777371987251,138.27942876344088,22.318721801385617,1,0.06813139443217386
23,8.7878725,1803,142.14,183.015074875208,64.03635435484533,129.72989462007766,26.24492922092396,1,0.053551580374194
0,9.846760277777776,1974,133.08,170.0522391084093,63.73674428040992,127.94370820668694,8.804860959200896,1,0.07074420556870692
1,10.850403055555557,2063,125.46,163.72183713039266,60.95207993552136,123.14383422200676,19.963334922006343,1,0.09060128497854208
2,11.830393888888889,1323,124.96,172.31603930461074,66.7114596259184,119.02621315192744,29.821966899905185,1,0.10198074548453961
3,12.841693333333332,1291,127.66,171.36979085979863,66.09014381033647,123.87945003872966,20.288331853240933,1,0.11283767138389561
4,13.782081111111111,1599,130.58,163.0783989993746,51.30257484933006,133.89581613508443,15.474523730136513,1,0.11924043927888506
5,14.814008055555554,2729,141.35,178.7651190912422,33.33120949262583,161.1143495786002,9.71493373570746,1,0.10395660995616257
6,15.825694444444444,2248,163.45,188.24647686832745,17.621546222617162,170.48565836298934,27.932230198402166,1,0.07884278129040012
7,16.832893055555555,2600,186.03,185.03323846153847,16.878813457156596,161.22572692307693,39.72448379893693,1,0.0580894463938707
8,17.776406944444446,3501,186.03,160.6761753784633,28.813602538128293,135.68499000285632,26.45796127295769,1,0.08411635969378278
9,18.827395,2104,152.9,126.87643536121674,22.28874551721025,98.22776615969585,44.38318095879761,1,0.10575456841976061
10,19.84913722222222,2291,126.69,125.24987778262766,50.00185553310613,102.75345264076824,6.9098929013500126,1,0.15216505494915183
11,20.815020555555552,2773,118.47,127.44469888207718,56.00180510925979,97.90862964298594,17.281131247215654,1,0.15760561626341835
12,21.840603055555555,3272,115.56,105.6130042787286,17.79165253250356,91.14470354523228,29.59152704915235,1,0.15361517570112143
13,22.842075555555557,3256,114.12,118.89952395577394,43.3091598927775,103.11244471744472,7.016607644633179,1,0.1580201741308368
14,23.85036666666667,1682,115.14,147.94979785969085,61.32469954577113,114.22645065398336,7.949573049284828,1,0.1434602210408022
15,24.82653694444444,1781,119.86,142.4306962380685,14.117757622990167,131.47806850084223,9.3202627499384,1,0.1444950274029549
16,25.795615277777777,3353,132.21,195.3213987473904,62.34069517611852,159.15009543692216,7.937578206433739,1,0.1063219999068733
17,26.84537138888889,3566,162.74,211.3734941110488,63.956096246021765,175.4735754346607,8.114241014459184,1,0.07500360061634564
18,27.779969722222223,5190,183.69,215.0413506743738,54.64152782458389,165.7218901734104,17.812323763304867,1,0.07085059989093112
19,28.837720555555556,5684,178.1,189.7386699507389,39.572582298573536,130.91879310344825,25.8599627656847,1,0.08598601104842785
20,29.84060805555556,6235,158.84,183.32970489174016,47.972607180167486,117.71564394546913,28.41984084726754,1,0.09083837052366672
21,30.84611305555556,6277,142.27,177.66465986936433,44.84806476637015,115.95808347936912,27.192830525160225,1,0.08228641661121278
22,31.750735,5440,142.05,175.10449632352942,45.84321337977946,104.3445,28.859713190828582,1,0.062286277158357994
23,8.580796388888889,1545,131.51,139.73926860841425,105.6229371772494,123.81077669902912,21.69132088779952,1,0.05942120579112303
0,9.6263725,1554,125.82,169.23180823680823,109.99264385582624,128.35660875160875,16.721801394364867,1,0.06748558213283318
1,10.660171666666669,1586,128.57,155.80451450189153,108.648617047315,125.07400378310214,19.59397389941519,1,0.08610818180565588
2,11.595045,1799,130.03,178.15868816008893,103.13943987582984,127.35306281267373,15.772350467801074,1,0.09446938364933072
3,12.658300555555554,1856,131.47,163.78058189655172,102.46621045047824,125.76474676724138,16.761315358598615,1,0.1074292879939347
4,13.679676111111112,1971,130.01,168.67174530695078,99.85198980144403,129.24920345002536,17.61681855687041,1,0.11301399295390246
5,14.659589166666668,2166,135.58,205.37295013850417,95.65049246283436,159.665027700831,14.203315703518957,1,0.09456459871154166
6,15.676214166666666,3220,164.99,188.0218198757764,76.69664647554721,163.62677329192545,21.673719011702403,1,0.08504351544319955
7,16.5933025,3045,181.11,192.9346206896552,78.42912165861323,176.9288144499179,15.170602297006225,1,0.05719514839880385
8,17.658055555555556,3225,177.62,164.204496124031,77.29816017380378,145.6657023255814,14.641029045947066,1,0.0920408885996693
9,18.67318583333333,4127,141.44,137.706888781197,67.14235413306054,127.57546159437848,11.897848831171917,1,0.12745993577739084
10,19.678759722222225,4062,124.36,126.67475381585427,65.38136838401681,120.82359921221077,11.30248104222276,1,0.14452272214867862
11,20.64456805555556,3660,116.79,139.43093715846996,74.62586336333787,119.66579781420764,12.920403671659786,1,0.1504526004843177
12,21.67978611111111,1959,115.39,130.4892496171516,95.34466874513208,117.97661051556918,16.92363085917202,1,0.14595549042977163
13,22.65225222222222,1042,113.64,135.73414587332056,107.012020508107,120.49181381957774,16.369572693125047,1,0.13404936884250962
14,23.67843333333333,1990,117.69,161.9884422110553,96.56503167643092,135.34343718592964,16.36054130398812,1,0.13284534548905635
15,24.674616666666665,2947,128.62,184.93842891075676,82.0298948950451,152.1335799117747,12.464406036053727,1,0.11383504343059919
16,25.66626,2968,152.64,200.4074730458221,83.0459479651091,166.65895552560647,13.736616549593988,1,0.09907091659904887
17,26.654112777777776,2895,166.38,202.23776165803105,82.17474644635656,180.63303972366148,14.11274311858538,1,0.07859326981720127
18,27.6461,1806,184.91,188.8829291251384,99.36833684877378,164.4571317829457,19.171898079723345,1,0.07408855087324778
19,28.609448333333333,3684,159.44,195.81694082519,71.69419670760314,139.4730374592834,29.88941393284024,1,0.09865718921747857
20,29.64134972222222,10991,152.08,203.7977372395596,45.510348946583306,150.2496688199436,19.060827162523907,1,0.030638009308210312
